date,time,translated_tweet
2023-07-28,22:43:10,hoygan my tdc took place on 71723 and the payment deadline is next thursday the 3rd it is assumed that as long as you pay before that date there is no problem correct
2023-07-28,21:02:59,yap
2023-07-28,20:31:24,give me the customer service phone number
2023-07-29,18:04:22,take it on the kind side and for the next receipt its free heheheheh
2023-07-29,05:56:41,hahaha true yes
2023-07-30,18:08:07,thank you so much
2023-08-01,20:01:28,thanks for the follow up it was already resolved and it was not your problem
2023-08-01,17:48:12,excellent service by the way as a matter of fact i did not give my bank details because for common use i have a heybanco digital account that i only use for this and my transfers have been arriving there i attach evidence
2023-08-01,14:15:42,its already solved thank you very much
2023-08-01,04:41:41,i recommend x10000 heybanco
2023-08-02,16:57:52,thank you i already answered the message
2023-08-02,04:21:34,it would be great something like what they do in
2023-08-04,23:36:52,easy open a bank account in one of the new digital banks i recommend you because it is much more integrated into the banking system than others that are simply fintech
2023-08-04,00:38:53,i dont remember but i think it was fast
2023-08-05,23:09:34,hello good afternoon help me confirm what is the maximum amount to transfer from my account hey and how can i modify those limits please thank you
2023-08-05,04:58:31,thank you so much i had recommended to an acquaintance that they used to give loans and they no longer do so so he wanted to suggest that option how kind you are
2023-08-05,01:22:22,i think thats it it just arrived thank you very much
2023-08-06,23:28:23,haha the same thing happens with mercado pago and heybanco but i agree its wonderful
2023-08-07,22:14:52,if they solved it for me they have great customer service
2023-08-07,11:17:55,yes it arrived within 24 hours i hope the transfer arrived safely
2023-08-08,16:00:40,i already did it yesterday i took out all the wool and its better to stay with those ive been with for a while and i havent had problems with them i also recommend it is pulling me very well and my clients pay me for it greetings
2023-08-09,19:43:25,hello thank you very much i already explained the situation to you i appreciate a quick response
2023-08-09,15:05:31,i wrote to them there since yesterday and they didnt bother me
2023-08-10,00:03:09,today was my first day at heybanco  back to office life  thank you so much 
2023-08-12,18:47:40,i finally got a winning golden ticket  i felt like charlie in the chocolate factory  camera i only need 8200 heypoints for my xbox
2023-08-12,05:53:54,release notes message with typo on card i liked the update they made to see the cards
2023-08-15,21:50:22,it happened to me at the same time in the end it reappears a while later
2023-08-18,18:05:07,gracias  
2023-08-18,17:18:46,i highly suggest you contact bensonhack50 on instagram to resolve any account related issues there fast and reliable you can still graph them by whatsapp 
2023-08-19,15:02:37,thank you very much i already responded by dm
2023-08-22,00:52:31,in the community they recommended the rappicard and the heybanco i use heybanco more because of the rewards there is no annuity they also give you a dual card so you have credit and debit i use the rappicard for more specific things for example ticketmaster accepts it without problem
2023-08-23,17:41:15,my complaint has already been resolved favorably thank you
2023-08-25,19:20:41,what a service they always bring they always solve it well 1010 
2023-08-25,02:12:59,they resolved the unrecognized charge on my card they always say it could take several days but the process didnt take even a week 
2023-08-28,21:22:10,thank you very much i have already filled out the data heybanco
2023-08-28,17:12:16,thank you very much for compairing  
2023-08-30,00:11:50,what complaint are you talking about  no complaints they work very well 
2023-08-31,04:02:55,in total banoe reward they arrive in less than 3 business days by email
2023-09-01,18:06:14,very happy and pleased for our clients since today they were able to open their new home inovafinancialservices cuauhtmocchihuahua credits heybanco
2023-09-01,16:25:34,perfect i was now able to access the app and since according to my device it is not compatible although it is one of the most recent from samsung i prefer to change banks rather than change my device hello greetings
2023-09-01,00:51:39,i have it its fine father
2023-09-04,19:50:21,applause for the  team
2023-09-05,23:52:00,i would like to know if i can now be a creditor for the traditional credit card because i have been using the guaranteed one for more than six months and my history has improved very significantly
2023-09-05,19:25:28,ha ha ha
2023-09-05,03:39:27,heybanco has implemented a very interesting chatbot called heygpt which resolves doubts about its products which surprised me quite a bit i think it is a great advance to improve the customer service experience here i will tell you everything
2023-09-05,02:53:41,i use that bank and they always solve me quickly and a thousand times faster than banamex haha
2023-09-10,21:18:12,heybanco it turned out good for me
2023-09-12,22:40:28,gracias
2023-09-12,02:35:10,cool account good returns  application working  without commissions of any kind between this and i dont need anything from any other institution never change huh thats how klar started and then he didnt comply 
2023-09-13,23:20:30,happy programmers day his work is essential for the functioning of todays society that is why we bring you some important information about this day and the profession heybancomedia heybanco programmers day programmers
2023-09-13,20:45:41,hello thank you very much i already replied via dm
2023-09-13,20:32:13,solved thank you
2023-09-13,16:02:39,aid
2023-09-14,23:17:46,its just that they are venus hours they are still in time xd
2023-09-14,15:38:55,invest in a matter of minutes from your cell phone and get profits every week  learn how to grow your money with investments
2023-09-15,21:23:57,it helped me to update my android version to the most recent one with that it opens
2023-09-15,16:46:03,thanks that just worked for me
2023-09-16,23:38:12,i deleted the cache in the app settings and it worked
2023-09-16,23:23:44,yes it worked for me thank you so much
2023-09-16,20:21:53,go to app settings clear the cache and it works
2023-09-16,05:17:38,this worked for me
2023-09-16,04:56:18,thank you very much hey it was already resolved 
2023-09-16,03:28:28,thank you  ill try it 
2023-09-17,23:18:02,thank you restarting also worked for me 
2023-09-17,15:24:56,ive already solved it thank you very much
2023-09-18,22:22:18,it worked thanks better than the official account
2023-09-18,18:10:10,thank you very much for the information it helped me to access the application you should publish the solution on your networks so that other users can solve it
2023-09-19,18:10:58,i confirm today september 19 that it works thank you very much
2023-09-19,17:56:50,the most beautiful and cool neighborhood in all of latin america is waiting for you discover its incredible facilities with jonnah moreno and enjoy its incredible beauty heybanco heymedia heydelocal guadalajara
2023-09-19,17:55:31,the perfect place to sit down and work while you drink a delicious coffee and then go for a secondhand gem of literature discover with jonnah moreno the secret places of the american colony heybanco heymedia heydelocal guadalajara
2023-09-19,17:52:22,between cafes unique architecture and beautiful apartments jonnah moreno shows us the most peaceful side of the american colony which is considered the most beautiful in all of latin america heybanco heymedia heydelocal guadalajara
2023-09-19,16:43:55,thank you very much now for sending the v10392 update of the android app the application works again after 5 days of being dead for several of us thank you
2023-09-19,05:21:53,exactly in 10390 everything is normal
2023-09-20,22:28:33,ready thank you so much 
2023-09-20,20:42:03,the application was restored today thank you
2023-09-20,02:42:16,x3 at 12 no problem and one from 6 and nothing
2023-09-20,02:09:44,thanks for the response i was able to enable my app
2023-09-22,22:00:52,it has never failed me on the contrary it is one of the most stable
2023-09-23,17:15:22,thank you it should not be private information it is for you to improve greetings
2023-09-24,15:49:15,how can i request another card without losing my previous data thank you
2023-09-26,23:06:29,i am always recommending and i have been without a card for 2 months  will returning to banamex be the solution
2023-09-26,22:30:41,hello just to publicly thank you for the attention received at the time and mention that i already received all the products requested from your hey shop store thank you so much
2023-09-26,18:47:23,i already sent it
2023-09-27,19:00:56,thank you very much i love you 
2023-09-28,00:50:29,it is incredible that at this point you have to go to activate your mobile netkey at a branch when you change your phone they have a lot to learn that without compromising your security they do it simple and fast from the same app
2023-09-30,05:35:34,i still think it is a great product
2023-10-02,19:50:21,gracias
2023-10-03,23:23:14,i want too 
2023-10-03,18:33:09,thank you i just wrote to you
2023-10-05,16:30:02,i have the one that is from the aztec bank and if it is very good the one that is also great and i manage the one that i manage
2023-10-06,21:54:50,well jorge you are a very wellknown person in the honey industry and your reputation is worth it
2023-10-11,03:04:58, oh how cool offers information about personal finances within the application  we will have to give the podcast a chance
2023-10-12,05:36:25,winee if you want to be part of this fever hey i can refer you thank you
2023-10-13,16:37:56,thank you i called again and it was quick
2023-10-13,04:04:23, 5 stars so you know the dynamic duo 
2023-10-14,22:34:37,im on hold thank you
2023-10-14,11:56:33,congratulations to everyone who made this possible
2023-10-16,01:22:55,thank you so much
2023-10-17,18:13:26,i proceed thanks for the support
2023-10-18,12:23:13,i received help from fredhack88 on telegram helped me recover my account and enable twofactor authentication on the account im really impressed it will also help you with your hacking problems
2023-10-19,07:14:39,thank you i already knew them i used them and today i leave them they are definitely not my thing but i do recommend them  f
2023-10-20,23:13:05,we are going to surprise you  for all our fans we want to give you more we are about to elevate your experience to a level
2023-10-21,03:46:33,we are going to surprise you  for all our fans we want to give you more we are about to elevate your experience to a level
2023-10-21,02:21:31,11 investment and with that
2023-10-22,03:12:45,we are going to surprise you  for all our fans we want to give you more we are about to elevate your experience to a level
2023-10-23,19:55:44,its going to get good with heybanco
2023-10-23,03:32:06,we are the same i was also surprised
2023-10-23,03:23:34,me too
2023-10-24,21:07:14,they should surprise us with a functional app every day you have to delete and install lasts a useful access
2023-10-24,19:44:21,ready sent
2023-10-24,08:53:57,we are going to surprise you  for all our fans we want to give you more we are about to elevate your experience to a level
2023-10-25,23:43:33,very good this time hey he was wrong he claimed to be different from normal banks and maybe even a pair
2023-10-25,23:19:19,you were good for a while now my card will go in the drawer see you never 
2023-10-25,22:15:53,it is a very good option
2023-10-25,21:43:42,well every story has an ending bye
2023-10-25,21:36:59,the silver card brings good cashback you should give it a review
2023-10-26,20:20:52,spa for hospitality well a little massage is always appreciated to endure the 3 days of the festival check out the benefits of each pass  tomorrow exclusive prevents by tecatepalnoe 
2023-10-26,19:36:54,thank you send them another question
2023-10-26,18:51:17,ok ill keep an eye on it thanks
2023-10-27,20:52:45,thanks for my last rewards bye cowboy it was good while it lasted
2023-10-27,20:52:13,tomorrow we buy them 
2023-10-27,20:19:11, thank you the exclusive heybanco sale is completely sold out   the free sale of early tickets for 2024 will take place tomorrow october 28 at 200 pm
2023-10-27,20:08:25,thank you thank you early sale  tqm
2023-10-27,19:47:04,tecate pal noe 2024 if you have a hey bank take advantage today because there are good discounts on the early subscription
2023-10-27,18:44:33,thank you very much for your confidence  we are happy that you are part of the klar family  we love you
2023-10-27,18:10:40,it would be the most appropriate after what cost at least 6 months of testing like scotland did with its ideal card and then you decide
2023-10-28,20:57:12,thank you continue with these innovative proposals that will surely attract millions of customers and mark a before and after for banking in mexico surely the congratulations dont stop thats why they even blocked their social networks they are geniuses dont you get tired of winning so much
2023-10-28,18:56:45,you were good for a while now my card will go in the drawer see you never 
2023-10-28,18:50:44,i acquired the mega fan membership because it turned out that a benefit was an exclusive sale of tecate
2023-10-28,18:50:27,the update has already dropped thank you
2023-10-28,18:44:10,the new memberships are great i found one that fits my needs and i already signed it i recommend that
2023-10-28,15:39:01,they already deposited me the truth is i am happy with their services i hope they reconsider and reevaluate their decisions
2023-10-28,14:40:52,its right
2023-10-28,13:35:53,this seems like the vip gas stations to me
2023-10-28,13:07:09,first of all welcome to ual thanks for the feedback it is very constructive several of these issues are resolved in the next updates moving to a 100 banking architecture has not been easy and that affects certain processes the best is coming thanks since now
2023-10-28,01:13:56,thank you i was able to communicate and i think my problem was solved thank you 
2023-10-29,02:17:34,good advertising 
2023-10-30,23:34:34,are you a student and have a brilliant idea  the challenge begins hey awaits you participate and earn up to 50000 for your
2023-10-30,21:59:22,thank you very much 
2023-10-30,21:49:32,right now im sending you an email and phone number for contact
2023-10-30,19:03:02,give thanks to
2023-10-30,16:28:53,czech i think it has a lot of potential
2023-10-31,22:23:42,well done ill just catch up with you 
2023-10-31,21:13:51,thank you very much for your confidence   we are happy that you are part of the klar family  
2023-10-31,18:51:34,the truly interesting thing about heybanco is its investment tool and personally it would be the only thing i have the card for and would pay for the plan depending on the plan you pay for and if you leave the money for 7 or 28 days they can give you 9 10 11 or 12 annual interest
2023-10-31,18:05:15,all my savings are with you thank you
2023-10-31,18:01:11,thank you as always super attentive and effective in resolving doubts
2023-10-31,17:44:55,thanks for the answer i already answered by dm greetings
2023-10-31,15:53:03,we are here to serve you
2023-10-31,14:25:33,are you a student and have a brilliant idea  the challenge begins hey awaits you participate and earn up to 50000 for your
2023-10-31,03:59:10,phew what a good idea right to pay us in hey coins
2023-10-31,03:53:34,better than annuity monthly payment 
2023-11-01,19:33:12,well deserved 
2023-11-01,02:16:06,i love competition advertising
2023-11-02,03:53:49,invex the accelerator is very convenient if you spend 10k or more per month this year i have about 4 thousand on flights and many uber and starbies cards
2023-11-02,01:00:57,after watching this interview i think it is an excellent option
2023-11-02,00:57:59,this tweet is just to thank you for the speed with which you resolved some unacknowledged charges i urgently needed that money that was stolen from my card and you helped me in just 3 days good things should also be shared thanks hey bank
2023-11-02,00:50:37,i already reflected i think the memberships of
2023-11-02,00:14:08,in a few months what they achieved in years was gone congratulations
2023-11-02,00:08:41,this is the best idea for your clients
2023-11-03,19:42:24,the truth is they are very good against fraud or things like that the other banks are mega oblivious they have given me all the stoppages in my life
2023-11-03,19:14:00,i did see that they also come with a bonus bonus and the first year without annuity which is what gives me a kick and then the pink card edition  already seriously considering
2023-11-03,18:35:36,i love amex with all my being the truth is that i feel that no other treats you so well the annuity is expensive but it is worth it for the security they offer you
2023-11-03,18:12:46,thanks boyfriend greetings there
2023-11-04,05:06:01,thank you mandiii
2023-11-07,18:45:40,same i better return to banoe and heybanco only for risk purchases
2023-11-08,22:57:26,we are doing very well with heybanco 
2023-11-08,17:43:43,very kind thank you very much
2023-11-08,16:06:38,ready i did it in the morning thanks
2023-11-08,13:58:57,great news 15 is great and without having to pay absurd memberships now you will have a lot to regret
2023-11-09,17:35:17,defend yourself
2023-11-09,07:54:23,the return on investment fell while it rose everything perfectly balanced
2023-11-10,23:36:40,hey youre still a customer greetings
2023-11-10,21:16:19,recommended
2023-11-10,21:15:29,do it its an excellent option i have been with them for 3 years
2023-11-10,03:27:47,yes its revenge
2023-11-11,01:11:31,a lesson to those dogs that they want to charge for what you give for just being customers the only thing missing is cashback and they are going to be my favorite card again
2023-11-14,21:26:38,good move  hey reminds me of mantis from kungfu panda when he grabs the bridge ropes 
2023-11-14,21:21:37,agree  i even throw a chronicle at you
2023-11-14,18:00:50,gracias 
2023-11-16,16:22:08,this is fast for
2023-11-17,13:44:00,we love having you with us 
2023-11-18,23:34:22,thank you carnal
2023-11-21,21:20:08,i dont doubt that it was you hahahahahahaha
2023-11-23,12:49:47,it offers me 3msi it would be good to see if its true hahaha
2023-11-25,17:23:29,benefits of a more competitive market
2023-11-25,16:40:17,blessed be the competition and welcome the cashback even if it is a percent as the song says
2023-11-25,15:49:20,watch out here rewards return to 
2023-11-25,13:16:52,thank you you listened to us and thats why i will continue with you 
2023-11-25,11:00:45,the best thing you could do friend
2023-11-25,04:47:53,tsss thats good
2023-11-25,04:44:46,you did good man 
2023-11-26,18:53:13,i also recommend that he is mexican and is not bankrupt with the burrosurero teeth
2023-11-26,16:58:44,thanks for the response i will be attentive greetings uncle
2023-11-27,23:58:29,thank you  soynumx nubank i hope it serves as a learning experience for other platforms if they want our money as investors fyi dinnactinver heybanco uala ualamex mercadopagomex finsusapp
2023-11-27,09:38:19,incredible customer service i have always paid on time i am within the payment deadline and
2023-11-28,10:47:12,the best bank
2023-11-29,09:13:31,i joined in july 2019 and i have found it very useful for my online transactions i really recommend it
2023-11-30,10:15:52,hey bank i like it a lot iwal market payment apae is super practical and the money you have there is invested in gbm and generates a few extra pesos
2023-12-01,21:23:51, promotion for all our customers hey take advantage of seasonal purchases and receive cash rewards ready for
2023-12-01,16:26:31,i liked it because it repoed the credit bureau
2023-12-01,08:55:31,hey bank that the complete coreo has come to light i liked the indian ending what is the name of the work they perform
2023-12-02,20:22:15,i am always recommending and i have been without a card for 2 months  will returning to banamex be the solution
2023-12-02,11:30:48,terms and conditions please
2023-12-05,15:45:46,hahaha
2023-12-07,10:11:29,brief economics lesson learn not to pay and get paid for depositing in and at the same time you fight against gazagenocide
2023-12-07,09:35:45, new financial instruments arrive and offer you up to 13 percent additional money for each day you keep your money while charging you if you dont move it for more than six months thats why its in
2023-12-09,16:38:30,i never thought i would stay with hey bank after all the blowjobs they are doing but it is literally the best option i have anyway fuck mother hsbc tremendous fart for a purchase of 150 pesos
2023-12-09,16:12:02,right without further ado
2023-12-14,18:55:33,a good promo appeared when taking out insurance for your cell phone
2023-12-14,11:19:37,the exchange of hey coins for amazon gift cards is now instant the codes arrive to you almost instantly
2023-12-14,10:13:06,excellent question what did they say bro
2023-12-14,10:10:39,the exchange of hey coins for amazon gift cards is now instant the codes arrive to you almost instantly do you remember what happened to me a few months ago 
2023-12-15,16:13:32,i confirm today i changed my hey coins and in the confirmation email the code comes everything is cool and i even made my purchase 
2023-12-17,16:29:51,we love the rewards of 
2023-12-17,12:08:17,with to sponsor me more games of the marathondevir
2023-12-18,10:31:35,i evaluated switching to heybanco by nu because of the performance rate and wow pleasantly surprised
2023-12-19,21:07:28,your specialized area very kindly gave me a solution r
2023-12-22,17:50:55,i recommend it to you immediate attention also a hug for you and happy holidays hugs for the whole family
2023-12-22,17:37:53,i understand with the baz one i transfer from the credit one to the azteca one it enters as a purchase and does not generate a commission i recommend it and very accessible
2023-12-22,15:58:18,excellent thanks for the information
2023-12-22,11:43:33,hello pepe good morning sofia is here for you its a pleasure to greet you could you send us more details via dm about the situation you present with your bbva mexico application please 12
2023-12-27,09:01:38,stating that i won the heybanco dream once this is done i declare it i am abundance
2023-12-28,22:25:18,hello i have maintained a good history with you i have a question about what to do to have my tdc credit line increased
2023-12-30,09:31:05,thank you yesterday they answered me quickly by call and it was resolved
2024-01-01,14:05:36,new year new news what do you think of this heybanco adjustment annuity and hey pro forced  seems like a better option to me
2024-01-01,09:25:46,reliable and real information must be transmitted it has been operating for some years
2024-01-02,17:51:09,i recommend hey bank it has nothing of that and you can withdraw at any hsbc or inbursa without commission
2024-01-04,22:01:23,today i went to the hey banco fanshop and i had a great time i also made a mix 
2024-01-04,12:03:48,another option that i personally could recommend it also has good promotions and msi
2024-01-04,11:15:48,the best
2024-01-05,12:39:28,thanks i sent them a dm
2024-01-07,18:53:21,its better
2024-01-07,17:46:48,pure that better nu nu fonite foniteog
2024-01-08,11:16:15,me im going to work my sister hey then how do i validate my heybanco parents hey theres an issue with the apartment  hahahaha but hey i appreciate that there is someone there to help me solve it
2024-01-09,23:55:06,i have a pixel 5 genius
2024-01-09,00:42:33,yes everything is fine mr lampi
2024-01-10,13:37:20,wow i already contacted them i even sent a video to the email that the person who answered me pointed out to me i updated my operating system and its still the same this only happens with the banks app hey i have apps from other banks and they work perfectly
2024-01-10,12:36:49, promotion for all our customers hey take advantage of seasonal purchases and receive cash rewards ready for
2024-01-11,15:20:48,gracias
2024-01-13,13:44:57,i called and they helped me thank you
2024-01-14,14:57:03,has no limits hahaha free gpt4
2024-01-15,12:22:52,it was solved this weekend thanks
2024-01-16,18:32:25,its ready thank you very much
2024-01-17,22:32:37,heybanco and nu are much better for those who are looking to move
2024-01-17,21:08:35,in case you need them excellent alternatives to bancoaztecaenquiebra 1 heybanco  no commissions online contracting 23k points to withdraw 2 nubank  no commissions online contracting cash withdrawal in supermarkets
2024-01-17,19:54:36,excellent alternatives to 1 heybanco  no commissions online contracting 23k points to withdraw  2 nubank  no commissions online contracting cash withdrawal in supermarkets
2024-01-17,19:51:13,excellent alternatives to 1 heybanco  no commissions online contracting 23k points to withdraw  2 nubank  no commissions online contracting cash withdrawal in supermarkets
2024-01-17,19:43:52,excellent alternatives to banco azteca 1 heybanco  no commissions online contracting 23k points to withdraw  2 nubank  no commissions online contracting cash withdrawal in supermarkets
2024-01-18,12:58:15,we celebrate 6 years at hey bank  thank you for trusting us on this journey your support has been essential for our
2024-01-19,11:01:15,good morning i sent email just now thank you
2024-01-19,10:06:58,good morning with the wonderful surprise that my account woke up to zero 
2024-01-21,19:07:32,list
2024-01-21,18:42:05,strange i have made several transactions without problem
2024-01-21,09:09:53,the best option yield of 13
2024-01-21,17:58:03,hello i would also like to join please
2024-01-21,11:46:51,add the app has never failed me its contracting process is agile because as soon as you open the account it evaluates you for the credit card immediate deposits and transfers
2024-01-22,17:18:41,money they should give me but thanks for a year of services
2024-01-22,16:00:41,thanks a lot promised to resolve the problem with a deadline of january 25 2024 if not i will immediately contact
2024-01-22,13:55:08,thank you so much
2024-01-22,12:57:27,i thank you very much for your attention i will contact you
2024-01-23,12:10:13,we are more than ready  anxiously disconnect for 3 days in the acoustic hey bank of tecatepalnoe 
2024-01-25,21:11:05,works much better than the one from 
2024-01-26,22:23:25,hahahaha i loved it
2024-01-26,17:41:58,ha ha ha
2024-01-29,18:17:18,hello good afternoon light helps you its a pleasure to greet you we will be happy to support you please write to us at our official twitter account   to follow up on your request and share the corresponding information 1
2024-01-29,15:44:22,ready thanks
2024-01-30,15:12:47,hello it would be worth it if when you make changes you give a summary of the changes made to the contract and not send the full 60 sheets  charlytip improves customer experience
2024-02-01,14:25:36,i love the responses to the errors reported in your app 
2024-02-01,00:51:32,you can request a debit card from the app also hey bank i have that one and they dont ask me for a minimum nor do they charge me for account management i opened that one because i had a problem with the payroll in banamex and i used it to save but now it i use it for almost everything heejej the physical tj cost me 109 i think
2024-02-02,11:11:22,and i take advantage of the tweet to recommend hey bank i lqm  not a single complaint in two years
2024-02-06,11:34:36,interesting
2024-02-07,02:05:30,better increase credit lines 
2024-02-08,20:20:59,hey no bank its unlimited hahahaha it sounds incredible
2024-02-08,19:16:00,every more grateful to belong to if they occupy a bank that solves this is the only good one thkss
2024-02-08,18:30:39,thats why i love your app its simply amazing  in addition to being super intuitive cashback on all your purchases
2024-02-08,05:52:22,aaawww thats nice hey i have a lot of queue d
2024-02-09,13:05:02,gracias
2024-02-10,10:12:37,bring the one from hey bank  humble my little one
2024-02-11,11:40:38,for those wondering where to get the card you can get it at hey banco with many designs to choose from
2024-02-12,20:17:49,thats what ill start doing thank you
2024-02-12,16:43:13,hahaha look like i didnt tell you but anyway so far so good 
2024-02-12,16:11:52,look amixe finally i opened my account it arrived super fast in 2 days by dhl and well nothing i loved it 
2024-02-13,17:03:36,celebrate love in style this valentines day  discover the latest collections from your favorite brands here somoshey heymedia heybanco valentines day gifts
2024-02-13,16:16:21,commercials as winning as the kansas chiefs that the superbowl left us this year we arehey heymedia heybanco commercials sblviii michaelcera jlo mainscorsese
2024-02-13,12:07:46,please give your support to know the modules they have in cdmx thank you
2024-02-19,12:04:17,its already fixed thank you
2024-02-20,09:38:29,i own 6msi and i love them  
2024-02-21,15:10:57,i finally got my love account back 
2024-02-22,10:15:48,hey hey hey bench  this is perfect
2024-02-29,21:07:53,thanks for the information it was very useful to me
2024-03-01,23:39:44,i already have 11 months with tdc guaranteed with good use when will they graduate me i remember that when i hired it it said 6 months of good use 
2024-03-01,19:35:31,never fails 
2024-03-01,04:46:39,thank you very much im out of trouble thanks to and 
2024-03-02,14:24:38,thank you i already checked
2024-03-06,20:09:14,haha thanks 
2024-03-06,16:28:42,i recommend you
2024-03-08,02:06:50,perpetual sabbath 
2024-03-13,21:34:41,thanks for your attention
2024-03-13,20:40:01,thank you very much thats it 
2024-03-15,01:51:01,agree with you to the versh 
2024-03-16,16:45:25,i made a suggestion by email in the app that they provide facilities to modifyupdate data such as the cell phone number they tell me that i should contact them by phone and lets see what they tell me there how easy is that to help they just dont get you out of trouble 
2024-03-18,17:23:05,thanks for your attention
2024-03-18,17:13:48,hello good morning light helps you its a pleasure to greet you your comments are very important to us so we are interested in knowing more about your experience can you give us more detail about the situation you present please 1
2024-03-19,18:48:19,thank you i spoke by phone and my concern was resolved
2024-03-22,21:40:28,i love you great experience go to the hey shop lxs tqm
2024-03-23,21:38:20,charliehack50 was recommended to me on telegram he can help you solve this problem i got mine back with the help of him so i recommend him as the best and fastest option
2024-03-26,06:00:06,good day is there any promotion to msi for the payment of ownership of the  greetings
2024-03-27,20:47:08,i do recommend although i feel that it is difficult to get approved if you have never had one or if you have no history with banamex at least i have heard of cases like that my first tdc was from heybanco and i recommend at that time they gave 1 or 2 rewards on purchases with the card
2024-03-27,02:21:57,thank you for inviting us to learn more about the retro collection as well as the details and gifts my card is the anime card suitable for buying movie tickets for the new rascaldoesnotdream movie
2024-03-28,20:07:52,hello we will be happy to assist you in the best way we invite you to write us a dm and we will gladly help you with all the information you require we will be waiting for you
2024-03-28,18:00:54,thank you didi for the trust and increasing my line of credit to 20k ni y mean offering so much credit thank you the only thing missing is the msi
2024-03-28,17:31:57,hello thanks i just sent email
2024-03-30,19:47:37,hello i sent you a dm 
2024-03-30,18:47:15,yesterday i won a hat and i actually kept my outfit hahaha and i was happy the entire festival they pissed me off a lot 
2024-03-31,23:19:35,unlike you they have demonstrated a true understanding of their clients needs thank you for making my projects come true 
2024-03-31,02:47:12,i love you a lot 
2024-04-04,08:41:17,akamba returns thanks to taking advantage of the pre fall sale presented by hey bank enjoy this unique stage
2024-04-04,01:05:10,mine was resolved easily just enter online banking from a computer and it will tell you that you are blocked but you enter your cell phone token and thats it dream
2024-04-05,02:55:10,for me that is more than enough
2024-04-07,23:22:19,charliehack50 was recommended to me on telegram he can help you solve this problem i got mine back with the help of him so i recommend him as the best and fastest option
2024-04-10,21:57:10,i also need help
2024-04-10,16:53:34,list
2024-04-10,16:05:30,thank you i solved it
2024-04-12,17:19:20,good morning ive been trying to pay my cards since the other weekend but i cant transfer to hey banco from my main account i get all the transfers back help
2024-04-15,23:44:20,and this is how he won the fintech race with an application that always works and is customer friendly
2024-04-16,17:41:40,gracias
2024-04-17,04:45:42,gracias 
2024-04-18,17:28:23,gracias
2024-04-18,15:59:11,i love them thank you i was able to enter my app greetings 
2024-04-18,04:34:45,still wont let me increase my secured credit card line
2024-04-21,15:21:43,now i confirm thank you dear
2024-04-23,22:52:05, agree thank you so much
2024-04-23,21:30:12,man when are they going to graduate me i have the tdc guaranteed its been more than a year since i got it and i remember that they said that with 6 months of good use it helps c
2024-04-25,00:51:24,one question who do i have to see if i have problems increasing my line of credit on my guaranteed hey card the app does not leave me an error mark the same thing happens to me on my 2 phones that i have
2024-04-26,13:30:56,wow the best thing is that i can pay with apple pay 
